{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:35:52.474731'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.285390'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.301182'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.338620'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.339620'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.422656'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.423941'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.476885'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.524658'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.629047'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.656937'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.672749'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.786214'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.800407'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.849347'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.863579'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.885702'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:20.928494'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.011578'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.034053'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.039727'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.170746'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.188060'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.267487'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.309821'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.320753'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.381990'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.388726'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.532366'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.533904'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.578946'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.584026'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.617369'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.640492'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.663160'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.729027'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.740572'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.760203'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.782122'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.790894'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.814577'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.834136'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.858010'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.921821'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.935194'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.954005'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.983985'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:21.999406'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.073500'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.078099'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.100757'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.107775'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.119013'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.140137'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.141365'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.162061'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.168893'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.183605'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.197458'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.209457'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.297386'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.300708'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.305343'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.314593'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.338906'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.341298'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.346258'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.468761'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.520040'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.530298'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.533687'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.636664'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.729676'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.732764'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.767721'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.788909'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.795916'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.833951'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.906283'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.911284'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.914925'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.917516'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.962609'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.971640'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.978276'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:22.978276'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.063145'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.116417'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.122324'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.123667'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.140577'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.185921'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.187985'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.193239'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.222541'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.230812'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.238412'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.240431'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.244431'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.274565'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.287951'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.291611'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.296050'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.396307'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.414112'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.424018'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.436607'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.440616'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.486690'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.551110'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.589112'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.646696'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.661237'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.683337'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.692271'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.701534'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.787451'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.794591'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.816417'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.830557'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.889934'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.895418'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.905650'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.934879'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.938354'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.958834'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.983614'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.984615'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:23.987930'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.049184'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.070759'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.074509'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.076833'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.117919'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.129750'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.142301'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.144330'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.152190'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.174592'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.185869'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.203028'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.206450'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.231997'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.242114'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.263188'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.296239'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.301072'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.303904'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.388952'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.391166'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.393042'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.395091'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.439556'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.449170'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.450721'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.454838'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.489435'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.496351'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.511323'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.533951'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.556513'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.563941'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.568270'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.585385'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.594946'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.604707'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.611710'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.614709'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.622353'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.630219'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.641418'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.658129'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.709994'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.711996'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.713244'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.721211'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.798052'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.803058'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.814827'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.815839'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.817852'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.831581'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.848496'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.853895'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.856636'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.861520'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.876553'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.884625'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.890910'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:24.891920'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:25.008939'}
{'type': 'Port Scan / DDoS', 'ip': '185.199.108.133', 'severity': 'HIGH', 'time': '2026-05-18 21:45:25.015966'}
{'type': 'Port Scan / DDoS', 'ip': '10.204.232.5', 'severity': 'HIGH', 'time': '2026-05-18 21:45:25.029503'}
